idanalytics;analytics_date;analytics_user_key;analytics_session_key;analytics_event_type;analytics_data
429;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;USERAGENT;"{""action"":""Chrome 80"",""label"":""USERAGENT"",""category"":""USERAGENT""}"
430;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;DEVICE;"{""action"":{""logicalCpu"":8,""screen"":{""availableWidth"":1536,""availableHeight"":864,""width"":1536,""isTouchScreen"":false,""height"":864}},""label"":""DEVICE"",""category"":""DEVICE""}"
431;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;LANGUAGE;"{""action"":""es"",""label"":""LANGUAGE"",""category"":""LANGUAGE""}"
432;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;COUNTRY;"{""action"":""Spain"",""lon"":-1.9783680000000001,""label"":""COUNTRY"",""category"":""COUNTRY"",""lat"":43.283251199999995}"
433;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
434;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;ELEMENTSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
435;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;ELEMENTSET;"{""action"":{""elementId"":""1"",""name"":""Pendiente Beatle"",""properties"":[{""name"":""Enganche Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_enganche_beatle""},{""name"":""Enganche Beatle_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_beatle""},{""name"":""Pendiente Beatle_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
436;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;ELEMENTSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
437;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;ELEMENTSET;"{""action"":{""elementId"":""4"",""name"":""Pendiente letra A"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
438;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;edfd6cc2-39f2-1225-5074-9ede146b9087;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
439;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;4dd89bbf-6ba3-933c-2ebf-bb090b27f5b3;PAGEVIEW;"{""action"":""http:\/\/localhost:8084\/BIGFASH\/"",""label"":""PAGEVIEW"",""category"":""PAGEVIEW""}"
440;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;4dd89bbf-6ba3-933c-2ebf-bb090b27f5b3;USERAGENT;"{""action"":""Chrome 80"",""label"":""USERAGENT"",""category"":""USERAGENT""}"
441;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;4dd89bbf-6ba3-933c-2ebf-bb090b27f5b3;DEVICE;"{""action"":{""logicalCpu"":8,""screen"":{""availableWidth"":1536,""availableHeight"":864,""width"":1536,""isTouchScreen"":false,""height"":864}},""label"":""DEVICE"",""category"":""DEVICE""}"
442;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;4dd89bbf-6ba3-933c-2ebf-bb090b27f5b3;LANGUAGE;"{""action"":""es"",""label"":""LANGUAGE"",""category"":""LANGUAGE""}"
443;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;4dd89bbf-6ba3-933c-2ebf-bb090b27f5b3;COUNTRY;"{""action"":""Spain"",""lon"":-1.9783680000000001,""label"":""COUNTRY"",""category"":""COUNTRY"",""lat"":43.283251199999995}"
444;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;4dd89bbf-6ba3-933c-2ebf-bb090b27f5b3;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
445;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;7632646f-3898-5e38-8365-1c3ae5e6a152;PAGEVIEW;"{""action"":""http:\/\/localhost:8084\/BIGFASH\/"",""label"":""PAGEVIEW"",""category"":""PAGEVIEW""}"
446;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;7632646f-3898-5e38-8365-1c3ae5e6a152;USERAGENT;"{""action"":""Chrome 80"",""label"":""USERAGENT"",""category"":""USERAGENT""}"
447;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;7632646f-3898-5e38-8365-1c3ae5e6a152;DEVICE;"{""action"":{""logicalCpu"":8,""screen"":{""availableWidth"":1536,""availableHeight"":864,""width"":1536,""isTouchScreen"":false,""height"":864}},""label"":""DEVICE"",""category"":""DEVICE""}"
448;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;7632646f-3898-5e38-8365-1c3ae5e6a152;LANGUAGE;"{""action"":""es"",""label"":""LANGUAGE"",""category"":""LANGUAGE""}"
449;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;7632646f-3898-5e38-8365-1c3ae5e6a152;COUNTRY;"{""action"":""Spain"",""lon"":-1.9783680000000001,""label"":""COUNTRY"",""category"":""COUNTRY"",""lat"":43.283251199999995}"
450;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;e9b6dfa8-9a07-be89-74e2-ce9d2899d00f;PAGEVIEW;"{""action"":""http:\/\/localhost:8084\/BIGFASH\/"",""label"":""PAGEVIEW"",""category"":""PAGEVIEW""}"
451;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;e9b6dfa8-9a07-be89-74e2-ce9d2899d00f;USERAGENT;"{""action"":""Chrome 80"",""label"":""USERAGENT"",""category"":""USERAGENT""}"
452;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;e9b6dfa8-9a07-be89-74e2-ce9d2899d00f;DEVICE;"{""action"":{""logicalCpu"":8,""screen"":{""availableWidth"":1536,""availableHeight"":864,""width"":1536,""isTouchScreen"":false,""height"":864}},""label"":""DEVICE"",""category"":""DEVICE""}"
453;1,58E+12;d08507d1-a8e3-e401-33d6-1c114358c709;e9b6dfa8-9a07-be89-74e2-ce9d2899d00f;LANGUAGE;"{""action"":""es"",""label"":""LANGUAGE"",""category"":""LANGUAGE""}"
454;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;PAGEVIEW;"{""action"":""http:\/\/localhost:8084\/BIGFASH\/"",""label"":""PAGEVIEW"",""category"":""PAGEVIEW""}"
455;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;USERAGENT;"{""action"":""Chrome 80"",""label"":""USERAGENT"",""category"":""USERAGENT""}"
456;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;DEVICE;"{""action"":{""logicalCpu"":8,""screen"":{""availableWidth"":1536,""availableHeight"":864,""width"":1536,""isTouchScreen"":false,""height"":864}},""label"":""DEVICE"",""category"":""DEVICE""}"
457;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;LANGUAGE;"{""action"":""es"",""label"":""LANGUAGE"",""category"":""LANGUAGE""}"
458;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;COUNTRY;"{""action"":""Spain"",""lon"":null,""label"":""COUNTRY"",""category"":""COUNTRY"",""lat"":null}"
550;1,58E+12;523353c7-cbaa-78c5-e5f2-6479c047a41f;21953f4b-4f5d-b515-dba3-1ea4923d0922;LANGUAGE;"{""action"":""es"",""label"":""LANGUAGE"",""category"":""LANGUAGE""}"
459;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
460;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""4"",""name"":""Pendiente letra A"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
461;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
462;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
463;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""10"",""name"":""Pendiente Quadrato Modelo"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
464;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
465;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
466;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""1"",""name"":""Pendiente Beatle"",""properties"":[{""name"":""Enganche Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_enganche_beatle""},{""name"":""Enganche Beatle_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_beatle""},{""name"":""Pendiente Beatle_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
467;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""8"",""name"":""Pendiente Beatle Modelo"",""properties"":[{""name"":""Enganche Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_enganche_beatle""},{""name"":""Enganche Beatle_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_beatle""},{""name"":""Pendiente Beatle_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
468;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""1"",""name"":""Pendiente Beatle"",""properties"":[{""name"":""Enganche Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_enganche_beatle""},{""name"":""Enganche Beatle_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_beatle""},{""name"":""Pendiente Beatle_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
469;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
470;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
471;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""4"",""name"":""Pendiente letra A"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
472;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
473;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""1"",""name"":""Pendiente Beatle"",""properties"":[{""name"":""Enganche Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_enganche_beatle""},{""name"":""Enganche Beatle_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Beatle"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_beatle""},{""name"":""Pendiente Beatle_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
474;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""2"",""name"":""Pendiente Sfera"",""properties"":[{""name"":""Enganche Sfera"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_sfera""},{""name"":""Enganche Sfera_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Sfera"",""type"":""material"",""value"":""color_3"",""group"":""mat_pendiente_sfera""},{""name"":""Pendiente Sfera_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
475;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""3"",""name"":""Pendiente Quadrato"",""properties"":[{""name"":""Enganche Quadrato"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_quadrato""},{""name"":""Enganche Quadrato_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Quadrato"",""type"":""material"",""value"":""color_4"",""group"":""mat_pendiente_quadrato""},{""name"":""Pendiente Quadrato_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
476;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""4"",""name"":""Pendiente letra A"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
477;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
478;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""13"",""name"":""Pendiente palabra hakuna"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
479;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""6"",""name"":""Pendiente palabra leboh"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
480;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""7"",""name"":""Pendiente palabra leboh Modelo"",""properties"":[{""name"":""Enganche Palabra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_palabra""},{""name"":""Enganche Palabra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Palabra"",""type"":""material"",""value"":""color_2"",""group"":""mat_pendiente_palabra""},{""name"":""Pendiente Palabra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
481;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""4"",""name"":""Pendiente letra A"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
482;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""11"",""name"":""Pendiente letra P"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
483;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""12"",""name"":""Pendiente letra P Modelo"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
484;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""4"",""name"":""Pendiente letra A"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
485;1,58E+12;8d8de546-7b0c-ed72-7a2f-22059e3d829f;3f165873-0753-df22-c101-538a6cb9602c;ELEMENTSET;"{""action"":{""elementId"":""11"",""name"":""Pendiente letra P"",""properties"":[{""name"":""Enganche Letra"",""type"":""material"",""value"":""color_1"",""group"":""mat_enganche_letra""},{""name"":""Enganche Letra_status"",""type"":""status"",""value"":""U""},{""name"":""Pendiente Letra"",""type"":""material"",""value"":""color_6"",""group"":""mat_pendiente_letra""},{""name"":""Pendiente Letra_status"",""type"":""status"",""value"":""U""}]},""label"":""ELEMENTSET"",""category"":""ELEMENTSET""}"
